scenario,checkpoint_interval,payload_size,repeat_id,ticket_seq,client_seq,server_seq,recovery_floor,ticket_last_seq,server_last_seq_before,server_last_seq_after,server_last_mem_before,server_last_mem_after,request_auth_ok,response_auth_ok,response_verify_reason,nonce_match,nonce_consumed,race_winner_count,state_unchanged,success,reason,recovery_latency_ms
old_ticket_within_window,50,512,18,100,100,149,100,100,149,149,70d2c19ef82079477c851c838ae72a215ecbe0fee76af904f850eee57295bd36,70d2c19ef82079477c851c838ae72a215ecbe0fee76af904f850eee57295bd36,True,True,ok,True,True,0,True,True,ok,0.195
below_floor,50,512,18,100,100,200,200,100,200,200,d462e7f975fd77e07cc949204a14bbb2566c72e22ac15d4432269f41e0413d1e,d462e7f975fd77e07cc949204a14bbb2566c72e22ac15d4432269f41e0413d1e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.167
control,50,512,19,100,100,100,100,100,100,100,6ad230a015f9118c039f01dc85b4fc14f55d48fe1210d5b8a01dc476f743e6f4,6ad230a015f9118c039f01dc85b4fc14f55d48fe1210d5b8a01dc476f743e6f4,True,True,ok,True,True,0,True,True,ok,0.178
ack_loss,50,512,19,100,100,149,100,100,149,149,d62206243671e88c6f9e2a0c93b109e6635ae9fdb5ad86f36019ce5cf3e08ded,d62206243671e88c6f9e2a0c93b109e6635ae9fdb5ad86f36019ce5cf3e08ded,True,True,ok,True,True,0,True,True,ok,0.176
old_ticket_within_window,50,512,19,100,100,149,100,100,149,149,c72848c50645f4cd893cb4b3ffb38c69f198c9873934f2fdb62d7c4b231ab7b7,c72848c50645f4cd893cb4b3ffb38c69f198c9873934f2fdb62d7c4b231ab7b7,True,True,ok,True,True,0,True,True,ok,0.213
below_floor,50,512,19,100,100,200,200,100,200,200,200290db6c603252c73e8a0e37b75fb848381cf0f76e74de9a6d1700427c414c,200290db6c603252c73e8a0e37b75fb848381cf0f76e74de9a6d1700427c414c,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.139
control,50,512,20,100,100,100,100,100,100,100,7f83bf20ce5e7de341c65519813c458e3d4c4632dd6074f844bd0f12ff986c48,7f83bf20ce5e7de341c65519813c458e3d4c4632dd6074f844bd0f12ff986c48,True,True,ok,True,True,0,True,True,ok,0.169
ack_loss,50,512,20,100,100,149,100,100,149,149,7be9a02e6243a08355b0a5f3ca3f58b81dbece37e1d24df503338e89fc46abe6,7be9a02e6243a08355b0a5f3ca3f58b81dbece37e1d24df503338e89fc46abe6,True,True,ok,True,True,0,True,True,ok,0.209
old_ticket_within_window,50,512,20,100,100,149,100,100,149,149,c98ad1be824a48eef84e14bb698d8c62016a9ea2c03bac43c3c19a2fb1d3c2c2,c98ad1be824a48eef84e14bb698d8c62016a9ea2c03bac43c3c19a2fb1d3c2c2,True,True,ok,True,True,0,True,True,ok,0.208
below_floor,50,512,20,100,100,200,200,100,200,200,0ab68eaf9b025b1c36b0c7d8d328638bc7693a90a755d38028ed95118cbaa3f2,0ab68eaf9b025b1c36b0c7d8d328638bc7693a90a755d38028ed95118cbaa3f2,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.145
control,50,512,21,100,100,100,100,100,100,100,9707871f594d9250d123f02305217be93489226dea0dde78276e43ab1a206021,9707871f594d9250d123f02305217be93489226dea0dde78276e43ab1a206021,True,True,ok,True,True,0,True,True,ok,0.193
ack_loss,50,512,21,100,100,149,100,100,149,149,d7c6d4fad10b9f2393a16c437f69ffd94dfa6c36124e81a8e3729196d8a519f9,d7c6d4fad10b9f2393a16c437f69ffd94dfa6c36124e81a8e3729196d8a519f9,True,True,ok,True,True,0,True,True,ok,0.171
old_ticket_within_window,50,512,21,100,100,149,100,100,149,149,5ffafb9455ef83ef631cbb0ae4dab0ffa20e0d04e0b00caef7c5cf6551785b42,5ffafb9455ef83ef631cbb0ae4dab0ffa20e0d04e0b00caef7c5cf6551785b42,True,True,ok,True,True,0,True,True,ok,0.192
below_floor,50,512,21,100,100,200,200,100,200,200,8e7450083917b30cff9a41eb6ba125838002495052613e405b5b431e32aa0ae9,8e7450083917b30cff9a41eb6ba125838002495052613e405b5b431e32aa0ae9,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.182
control,50,512,22,100,100,100,100,100,100,100,843bffdc091d7f92b932fb427fea6ee5e80ad029671c2b08696c5433df5fbdb4,843bffdc091d7f92b932fb427fea6ee5e80ad029671c2b08696c5433df5fbdb4,True,True,ok,True,True,0,True,True,ok,0.223
ack_loss,50,512,22,100,100,149,100,100,149,149,f54c69ba6aa1ec23f373908cc8d8beec77b2e1307359d29687344fa647127a29,f54c69ba6aa1ec23f373908cc8d8beec77b2e1307359d29687344fa647127a29,True,True,ok,True,True,0,True,True,ok,0.189
old_ticket_within_window,50,512,22,100,100,149,100,100,149,149,d12a35a975b91f69f8c0e37113aa7aff62c8b750d465ef4ecf81a70444150b58,d12a35a975b91f69f8c0e37113aa7aff62c8b750d465ef4ecf81a70444150b58,True,True,ok,True,True,0,True,True,ok,0.203
below_floor,50,512,22,100,100,200,200,100,200,200,5ba9151958727fcc10319deed91e6f70d3aacbcb9754aec5e93245c9e5bdb659,5ba9151958727fcc10319deed91e6f70d3aacbcb9754aec5e93245c9e5bdb659,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.144
control,50,512,23,100,100,100,100,100,100,100,8dce53abfa8ffe5e6885c2a8384d0db4d9d870640b3c6a31a3aa882b6552186b,8dce53abfa8ffe5e6885c2a8384d0db4d9d870640b3c6a31a3aa882b6552186b,True,True,ok,True,True,0,True,True,ok,0.264
ack_loss,50,512,23,100,100,149,100,100,149,149,e25e40e2e3b17d8d82fa73e85c6a9c5fd9f51600a85e516793bce97348bf7bc9,e25e40e2e3b17d8d82fa73e85c6a9c5fd9f51600a85e516793bce97348bf7bc9,True,True,ok,True,True,0,True,True,ok,0.231
old_ticket_within_window,50,512,23,100,100,149,100,100,149,149,b0a61ac21da473a00efc3dccc3662633a0435b5a8a8b2a712e60a894828d896c,b0a61ac21da473a00efc3dccc3662633a0435b5a8a8b2a712e60a894828d896c,True,True,ok,True,True,0,True,True,ok,0.283
below_floor,50,512,23,100,100,200,200,100,200,200,f8f01a1c96cfa5f6c0bbda9e5c24f314cdd99ad901467279b07bf18ab3c328de,f8f01a1c96cfa5f6c0bbda9e5c24f314cdd99ad901467279b07bf18ab3c328de,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.228
control,50,512,24,100,100,100,100,100,100,100,68e228b1139a1a1a90a71a8e22333ecb6f4e1b271f18c1ad93764b68538d4212,68e228b1139a1a1a90a71a8e22333ecb6f4e1b271f18c1ad93764b68538d4212,True,True,ok,True,True,0,True,True,ok,0.211
ack_loss,50,512,24,100,100,149,100,100,149,149,78252afb358ddbff8d0b759297053cc2280f763433c54c94640167853137e91f,78252afb358ddbff8d0b759297053cc2280f763433c54c94640167853137e91f,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,50,512,24,100,100,149,100,100,149,149,50114f87329a65bf80b0a844297ec9e9585c97d2b0da3100cf40b514757f10dc,50114f87329a65bf80b0a844297ec9e9585c97d2b0da3100cf40b514757f10dc,True,True,ok,True,True,0,True,True,ok,0.173
below_floor,50,512,24,100,100,200,200,100,200,200,880a8ebc03ff3da056f3c39ad274576d1a288d470746729ba8574b512505f27c,880a8ebc03ff3da056f3c39ad274576d1a288d470746729ba8574b512505f27c,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.186
control,50,512,25,100,100,100,100,100,100,100,3ffb8b398463b482a6a757b5e28d690a01abd9881c9e32fbd9f114103895f8ea,3ffb8b398463b482a6a757b5e28d690a01abd9881c9e32fbd9f114103895f8ea,True,True,ok,True,True,0,True,True,ok,0.237
ack_loss,50,512,25,100,100,149,100,100,149,149,a2050c8b3f6104381cffad8e458d010f01675e0d59933e498b179bd122773083,a2050c8b3f6104381cffad8e458d010f01675e0d59933e498b179bd122773083,True,True,ok,True,True,0,True,True,ok,0.197
old_ticket_within_window,50,512,25,100,100,149,100,100,149,149,79984d55de44b26659e111553425bf8edaccd165458ac840c1ae448f7e8f0a0c,79984d55de44b26659e111553425bf8edaccd165458ac840c1ae448f7e8f0a0c,True,True,ok,True,True,0,True,True,ok,0.18
below_floor,50,512,25,100,100,200,200,100,200,200,722494a69ff09af982ab028603022231e30d27a4a2e526172357d0851896462d,722494a69ff09af982ab028603022231e30d27a4a2e526172357d0851896462d,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.156
control,50,512,26,100,100,100,100,100,100,100,aa55a8014eca4ba790f5ba11a42f8aea81ba24b751a629c4bda696eb1919a666,aa55a8014eca4ba790f5ba11a42f8aea81ba24b751a629c4bda696eb1919a666,True,True,ok,True,True,0,True,True,ok,0.184
ack_loss,50,512,26,100,100,149,100,100,149,149,a346646badb5de08e00ef753558dc232512fc720026d0db5a358a8330a438ece,a346646badb5de08e00ef753558dc232512fc720026d0db5a358a8330a438ece,True,True,ok,True,True,0,True,True,ok,0.218
old_ticket_within_window,50,512,26,100,100,149,100,100,149,149,a4ef3cd9285663d1653f1aa6b5b9f4d09ad9463125c196ec124fe3c570fba3a5,a4ef3cd9285663d1653f1aa6b5b9f4d09ad9463125c196ec124fe3c570fba3a5,True,True,ok,True,True,0,True,True,ok,0.215
below_floor,50,512,26,100,100,200,200,100,200,200,0f7675e9ab14a1021c84c182ff633fc4722922e5c9e9a40af4fdb42d2db9b9d5,0f7675e9ab14a1021c84c182ff633fc4722922e5c9e9a40af4fdb42d2db9b9d5,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.184
control,50,512,27,100,100,100,100,100,100,100,140685acdc09a168cd01fff21f5001ede2ed210945c835e17bc101e8379fc4af,140685acdc09a168cd01fff21f5001ede2ed210945c835e17bc101e8379fc4af,True,True,ok,True,True,0,True,True,ok,0.292
ack_loss,50,512,27,100,100,149,100,100,149,149,fd522ba400b89f8140f644e5173b5783012dd7c6a9949803e191fd244b4e5d25,fd522ba400b89f8140f644e5173b5783012dd7c6a9949803e191fd244b4e5d25,True,True,ok,True,True,0,True,True,ok,0.217
old_ticket_within_window,50,512,27,100,100,149,100,100,149,149,0d39f2a156e24c8d511a34be60ed24d10f0376a38b22e1dc42b668705e5b72eb,0d39f2a156e24c8d511a34be60ed24d10f0376a38b22e1dc42b668705e5b72eb,True,True,ok,True,True,0,True,True,ok,0.215
below_floor,50,512,27,100,100,200,200,100,200,200,8f4a276055e287cbf6060c49b38df9f07054b35ea089aa3c824971ff35e3bf47,8f4a276055e287cbf6060c49b38df9f07054b35ea089aa3c824971ff35e3bf47,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.152
control,50,512,28,100,100,100,100,100,100,100,9f5e8dd4581bdd157c5ed99fad7b024d755efd62e6764495887d649d71d26368,9f5e8dd4581bdd157c5ed99fad7b024d755efd62e6764495887d649d71d26368,True,True,ok,True,True,0,True,True,ok,0.215
ack_loss,50,512,28,100,100,149,100,100,149,149,304e4757b46721b75d31711102d454c7bfe2b0c59852301f0078f301ba0b43ec,304e4757b46721b75d31711102d454c7bfe2b0c59852301f0078f301ba0b43ec,True,True,ok,True,True,0,True,True,ok,0.18
old_ticket_within_window,50,512,28,100,100,149,100,100,149,149,67fe353b1c24864a7d1accb90cf1b0785624e094565de619be08a163567c8d28,67fe353b1c24864a7d1accb90cf1b0785624e094565de619be08a163567c8d28,True,True,ok,True,True,0,True,True,ok,0.197
below_floor,50,512,28,100,100,200,200,100,200,200,e98f4a0ef351763142fb141aca0d39ec8a54020dd4a576bd9d7ca416d56f9663,e98f4a0ef351763142fb141aca0d39ec8a54020dd4a576bd9d7ca416d56f9663,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.164
control,50,512,29,100,100,100,100,100,100,100,51b150dcdf444c730688d563ae2d12168a2631efbd076de96c22c8dd764fafd6,51b150dcdf444c730688d563ae2d12168a2631efbd076de96c22c8dd764fafd6,True,True,ok,True,True,0,True,True,ok,0.209
ack_loss,50,512,29,100,100,149,100,100,149,149,8c5d3adab48ffa8330da254185446beacf2b09d1ce50f6af47ae93894c6c8edd,8c5d3adab48ffa8330da254185446beacf2b09d1ce50f6af47ae93894c6c8edd,True,True,ok,True,True,0,True,True,ok,0.239
old_ticket_within_window,50,512,29,100,100,149,100,100,149,149,467f624ff7bc96b0e008961ced20221977728f7d9ff70b72ce481f43cb455188,467f624ff7bc96b0e008961ced20221977728f7d9ff70b72ce481f43cb455188,True,True,ok,True,True,0,True,True,ok,0.174
below_floor,50,512,29,100,100,200,200,100,200,200,6cea834d3416543dcc34659ff8782f9ecee90046d84f637760547857a95af044,6cea834d3416543dcc34659ff8782f9ecee90046d84f637760547857a95af044,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,1.86
control,50,512,30,100,100,100,100,100,100,100,8cd422fa372ed596fd8ab9ab056cf842b72ceaf207d4afb319a7d7f34fb7d5c4,8cd422fa372ed596fd8ab9ab056cf842b72ceaf207d4afb319a7d7f34fb7d5c4,True,True,ok,True,True,0,True,True,ok,0.23
ack_loss,50,512,30,100,100,149,100,100,149,149,4119c8b5bd9a31d1f9a623e5db8a98dbb2427511edfb81386aa5bf70e0f34307,4119c8b5bd9a31d1f9a623e5db8a98dbb2427511edfb81386aa5bf70e0f34307,True,True,ok,True,True,0,True,True,ok,0.178
old_ticket_within_window,50,512,30,100,100,149,100,100,149,149,a126001cbe00e1f9874bb4211429d15aaaa13726d327a56aedd3fd2ab81eaef9,a126001cbe00e1f9874bb4211429d15aaaa13726d327a56aedd3fd2ab81eaef9,True,True,ok,True,True,0,True,True,ok,0.2
below_floor,50,512,30,100,100,200,200,100,200,200,b025315ef5d2ddf9f8f73c2b8bd3a77324c34075b815489634bc479f5a28ff8d,b025315ef5d2ddf9f8f73c2b8bd3a77324c34075b815489634bc479f5a28ff8d,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.143
control,100,128,1,100,100,100,100,100,100,100,e520b21a25f6b6d4a1d08430592c86285f6fd2d3c5cbf28764d1032b092dfb59,e520b21a25f6b6d4a1d08430592c86285f6fd2d3c5cbf28764d1032b092dfb59,True,True,ok,True,True,0,True,True,ok,0.194
ack_loss,100,128,1,100,100,149,100,100,149,149,02b48e5bdcb843b20bc1d2cca7d7d39cd230b6f5250e47587f209b708ebdf392,02b48e5bdcb843b20bc1d2cca7d7d39cd230b6f5250e47587f209b708ebdf392,True,True,ok,True,True,0,True,True,ok,0.203
old_ticket_within_window,100,128,1,100,100,199,100,100,199,199,3b9f64620b3746650027071984f05282a238a062fc24ca297ad2ef2d17a68ce3,3b9f64620b3746650027071984f05282a238a062fc24ca297ad2ef2d17a68ce3,True,True,ok,True,True,0,True,True,ok,0.197
below_floor,100,128,1,100,100,200,200,100,200,200,969a0c50b62ce91afb844ba483ca0ff2cb959519635df97f836e1f770ec77528,969a0c50b62ce91afb844ba483ca0ff2cb959519635df97f836e1f770ec77528,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.164
control,100,128,2,100,100,100,100,100,100,100,cd0fa1cda0276ffe76109e63f37f9f1872f5edea32ddbabfc69e1b4bf6f51ba6,cd0fa1cda0276ffe76109e63f37f9f1872f5edea32ddbabfc69e1b4bf6f51ba6,True,True,ok,True,True,0,True,True,ok,0.173
ack_loss,100,128,2,100,100,149,100,100,149,149,1005a33a57f6430d5870b58349034e6929e110d8b942517b99d1b49429d64bdb,1005a33a57f6430d5870b58349034e6929e110d8b942517b99d1b49429d64bdb,True,True,ok,True,True,0,True,True,ok,0.178
old_ticket_within_window,100,128,2,100,100,199,100,100,199,199,af1850dcf4bfc150b92fcee9601884846eb3cb4685b2dcdb8deceeb82e6350f5,af1850dcf4bfc150b92fcee9601884846eb3cb4685b2dcdb8deceeb82e6350f5,True,True,ok,True,True,0,True,True,ok,0.198
below_floor,100,128,2,100,100,200,200,100,200,200,909f26bfcf107b1895cb7cfc73f37331b6c61636f97fd2b7edec455bb4c7dfb4,909f26bfcf107b1895cb7cfc73f37331b6c61636f97fd2b7edec455bb4c7dfb4,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.241
control,100,128,3,100,100,100,100,100,100,100,b8215105fb08c6a51985bedf47ef0463a2b79a112c260a613c8bc7d3555052ee,b8215105fb08c6a51985bedf47ef0463a2b79a112c260a613c8bc7d3555052ee,True,True,ok,True,True,0,True,True,ok,0.21
ack_loss,100,128,3,100,100,149,100,100,149,149,6a32491d0a2715a7363cf09bba42bb8366e1d6a974b3f250e95e0556f9d461c9,6a32491d0a2715a7363cf09bba42bb8366e1d6a974b3f250e95e0556f9d461c9,True,True,ok,True,True,0,True,True,ok,0.203
old_ticket_within_window,100,128,3,100,100,199,100,100,199,199,6465b08963e13633aad3a27e3fbf1b01aca03a133804006a853e1515015033f1,6465b08963e13633aad3a27e3fbf1b01aca03a133804006a853e1515015033f1,True,True,ok,True,True,0,True,True,ok,0.174
below_floor,100,128,3,100,100,200,200,100,200,200,46b8a9691b7c5d532b73869f8e2cafb16b46d4f6ec2fbd74449001dd4ec166cd,46b8a9691b7c5d532b73869f8e2cafb16b46d4f6ec2fbd74449001dd4ec166cd,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.14
control,100,128,4,100,100,100,100,100,100,100,cd0b3f4236502e17ec4a56f0e8faa1ac818dac466c2c3bec2fd2acad46187b4c,cd0b3f4236502e17ec4a56f0e8faa1ac818dac466c2c3bec2fd2acad46187b4c,True,True,ok,True,True,0,True,True,ok,0.264
ack_loss,100,128,4,100,100,149,100,100,149,149,38c5293564c1f232f20b80a65d1239d49e6b9cc30abaf035033e24a8a279385c,38c5293564c1f232f20b80a65d1239d49e6b9cc30abaf035033e24a8a279385c,True,True,ok,True,True,0,True,True,ok,0.194
old_ticket_within_window,100,128,4,100,100,199,100,100,199,199,3e11a3a96d3cef851e81afd90231d250c1697e108f574e2b0543733416e5a012,3e11a3a96d3cef851e81afd90231d250c1697e108f574e2b0543733416e5a012,True,True,ok,True,True,0,True,True,ok,0.199
below_floor,100,128,4,100,100,200,200,100,200,200,8b230ed4532e6bf59ba0567d7115368643115606bda92c0493a610ec28de80ee,8b230ed4532e6bf59ba0567d7115368643115606bda92c0493a610ec28de80ee,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.153
control,100,128,5,100,100,100,100,100,100,100,7db258c4f05d1218783138c9d183c50aebd84fa447c7cbd95c02e214b7be6399,7db258c4f05d1218783138c9d183c50aebd84fa447c7cbd95c02e214b7be6399,True,True,ok,True,True,0,True,True,ok,0.189
ack_loss,100,128,5,100,100,149,100,100,149,149,ee9cac830bbe3b581c94ff6c342aad30e7206bba53bf747ebb73696e4d9fe7fa,ee9cac830bbe3b581c94ff6c342aad30e7206bba53bf747ebb73696e4d9fe7fa,True,True,ok,True,True,0,True,True,ok,0.168
old_ticket_within_window,100,128,5,100,100,199,100,100,199,199,69545af8fc9e16aea6ec4bc1ac29f95448d50b22f056e0d5df448c967ad99806,69545af8fc9e16aea6ec4bc1ac29f95448d50b22f056e0d5df448c967ad99806,True,True,ok,True,True,0,True,True,ok,0.203
below_floor,100,128,5,100,100,200,200,100,200,200,6ef13ef27c56cc13d3b28ab796200e66b87f02094b9f861cab838c256d1a2f1a,6ef13ef27c56cc13d3b28ab796200e66b87f02094b9f861cab838c256d1a2f1a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.194
control,100,128,6,100,100,100,100,100,100,100,6e081a752b59e51230c353c71298317de2e4232a0f2a97f53b0cf43826dcdf07,6e081a752b59e51230c353c71298317de2e4232a0f2a97f53b0cf43826dcdf07,True,True,ok,True,True,0,True,True,ok,0.312
ack_loss,100,128,6,100,100,149,100,100,149,149,4bcf456fb50759ad5a01ca121bc77dc0e99fd1276433829ff6719c6ac72bd460,4bcf456fb50759ad5a01ca121bc77dc0e99fd1276433829ff6719c6ac72bd460,True,True,ok,True,True,0,True,True,ok,0.207
old_ticket_within_window,100,128,6,100,100,199,100,100,199,199,1aad7ccf6ea10337c171d08b75ba1b7fc5bc91f368ca5c5069852b34f5d6ae0a,1aad7ccf6ea10337c171d08b75ba1b7fc5bc91f368ca5c5069852b34f5d6ae0a,True,True,ok,True,True,0,True,True,ok,0.216
below_floor,100,128,6,100,100,200,200,100,200,200,f672d6d5f452eeffba4e35941fdfb0e0af341c7294d52e942be04fc7d681ed19,f672d6d5f452eeffba4e35941fdfb0e0af341c7294d52e942be04fc7d681ed19,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.144
control,100,128,7,100,100,100,100,100,100,100,a264a66ee8eb8e2818e303a5994add6c1d6c44e09a2e53edcb29aac9e80dd8cc,a264a66ee8eb8e2818e303a5994add6c1d6c44e09a2e53edcb29aac9e80dd8cc,True,True,ok,True,True,0,True,True,ok,0.175
ack_loss,100,128,7,100,100,149,100,100,149,149,7fb0c57919d6569b1458d41097b9c55f75049dec6ccc7cfb84faab45b50583f7,7fb0c57919d6569b1458d41097b9c55f75049dec6ccc7cfb84faab45b50583f7,True,True,ok,True,True,0,True,True,ok,0.206
old_ticket_within_window,100,128,7,100,100,199,100,100,199,199,00205181856e2f52538111d644a3bac59ca5b232098c6f36f185c8adf453cd07,00205181856e2f52538111d644a3bac59ca5b232098c6f36f185c8adf453cd07,True,True,ok,True,True,0,True,True,ok,0.18
below_floor,100,128,7,100,100,200,200,100,200,200,5bae7e8ad103833749ffd13b90aa9ccf14d30bfbdf47bbdf49a45399707b19b9,5bae7e8ad103833749ffd13b90aa9ccf14d30bfbdf47bbdf49a45399707b19b9,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.153
control,100,128,8,100,100,100,100,100,100,100,2636d424b798493f1899f8fa70209723efa0dac7bf847fe4e8fad8d274c6715e,2636d424b798493f1899f8fa70209723efa0dac7bf847fe4e8fad8d274c6715e,True,True,ok,True,True,0,True,True,ok,0.183
ack_loss,100,128,8,100,100,149,100,100,149,149,b37db2e357381871160d297154345cdfc197b50b324344b5fb503481fa05f231,b37db2e357381871160d297154345cdfc197b50b324344b5fb503481fa05f231,True,True,ok,True,True,0,True,True,ok,0.179
old_ticket_within_window,100,128,8,100,100,199,100,100,199,199,bbbb028ab20a91c917bea22c6b6ddd7a7f54463fbc698911b0e69952e0eed6d0,bbbb028ab20a91c917bea22c6b6ddd7a7f54463fbc698911b0e69952e0eed6d0,True,True,ok,True,True,0,True,True,ok,0.201
below_floor,100,128,8,100,100,200,200,100,200,200,58033256586e36f19e3e63da84a28e623fd50d0b09c6617a5c97342861c6066a,58033256586e36f19e3e63da84a28e623fd50d0b09c6617a5c97342861c6066a,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.155
control,100,128,9,100,100,100,100,100,100,100,1ae13276c32e9e952e92996c77fac168e20f45de37a3947a8978fe61b5e5b045,1ae13276c32e9e952e92996c77fac168e20f45de37a3947a8978fe61b5e5b045,True,True,ok,True,True,0,True,True,ok,0.203
ack_loss,100,128,9,100,100,149,100,100,149,149,ac4e223a8e2b62a6b5c568086cee050502e938da2f8294cdff65111039fdb50f,ac4e223a8e2b62a6b5c568086cee050502e938da2f8294cdff65111039fdb50f,True,True,ok,True,True,0,True,True,ok,0.187
old_ticket_within_window,100,128,9,100,100,199,100,100,199,199,5423b31311c05e92aa66281bafd3813177ccbc54360fbcc1b8688b279ea3b5ca,5423b31311c05e92aa66281bafd3813177ccbc54360fbcc1b8688b279ea3b5ca,True,True,ok,True,True,0,True,True,ok,0.297
below_floor,100,128,9,100,100,200,200,100,200,200,f71246c6b5db4acdff00aecee829b15d1f3918910e78ea0b18b8336a440a1400,f71246c6b5db4acdff00aecee829b15d1f3918910e78ea0b18b8336a440a1400,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.2
control,100,128,10,100,100,100,100,100,100,100,6961c052d0127b6418a5e206b8bcf7f7be679f1aaaac8153b0ed0231c22385ad,6961c052d0127b6418a5e206b8bcf7f7be679f1aaaac8153b0ed0231c22385ad,True,True,ok,True,True,0,True,True,ok,0.181
ack_loss,100,128,10,100,100,149,100,100,149,149,9062d106bff1ee6cfba6e13d0ce09c31d1ac88e4b6dbf2fc5bcdc0df70bf0fd3,9062d106bff1ee6cfba6e13d0ce09c31d1ac88e4b6dbf2fc5bcdc0df70bf0fd3,True,True,ok,True,True,0,True,True,ok,0.268
old_ticket_within_window,100,128,10,100,100,199,100,100,199,199,b59e42d08b36e49c4414fb6dd5e6c248cd77102d13c522900f1e4015d0545634,b59e42d08b36e49c4414fb6dd5e6c248cd77102d13c522900f1e4015d0545634,True,True,ok,True,True,0,True,True,ok,0.198
below_floor,100,128,10,100,100,200,200,100,200,200,78fd1f239c6a3508da656ebbd672a2f75d425fb7a53b42ed285a9ed52282cecb,78fd1f239c6a3508da656ebbd672a2f75d425fb7a53b42ed285a9ed52282cecb,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.139
control,100,128,11,100,100,100,100,100,100,100,d7996e1d33f96ee4b5a89c6428c6049239b40d68e49ae5ba174eb69246f76dfb,d7996e1d33f96ee4b5a89c6428c6049239b40d68e49ae5ba174eb69246f76dfb,True,True,ok,True,True,0,True,True,ok,0.188
ack_loss,100,128,11,100,100,149,100,100,149,149,9f46fcb070d3c7f1594cfb0b38af3f389ad6f9e6a781e64a8fa18d0f8673e4fe,9f46fcb070d3c7f1594cfb0b38af3f389ad6f9e6a781e64a8fa18d0f8673e4fe,True,True,ok,True,True,0,True,True,ok,0.184
old_ticket_within_window,100,128,11,100,100,199,100,100,199,199,7f0c21b00514b65f3842b74b284b93dc494ee4d181623ab9261f99e21f291aff,7f0c21b00514b65f3842b74b284b93dc494ee4d181623ab9261f99e21f291aff,True,True,ok,True,True,0,True,True,ok,0.189
below_floor,100,128,11,100,100,200,200,100,200,200,19b3e4ecfb34d577aaaba36c6026d1ec7caee45ed5cbf295b626ec5f3ba63d9e,19b3e4ecfb34d577aaaba36c6026d1ec7caee45ed5cbf295b626ec5f3ba63d9e,True,True,ok,True,False,0,True,False,memory_ticket invalid: rollback detected: ticket last_seq is older than required,0.14
control,100,128,12,100,100,100,100,100,100,100,463de951a05e4b7d03c1401e87942ad6b96480fc2f7856d7d0a05c431db4cbc4,463de951a05e4b7d03c1401e87942ad6b96480fc2f7856d7d0a05c431db4cbc4,True,True,ok,True,True,0,True,True,ok,0.253
ack_loss,100,128,12,100,100,149,100,100,149,149,452167559f3ae39861d00d988361275012d4e9d0f96ced7f0773c758008bc289,452167559f3ae39861d00d988361275012d4e9d0f96ced7f0773c758008bc289,True,True,ok,True,True,0,True,True,ok,0.21
old_ticket_within_window,100,128,12,100,100,199,100,100,199,199,943bd13294fd5ea4c612c7ea4212aa26d61b33bcc24bc906eeb5139d147e900c,943bd13294fd5ea4c612c7ea4212aa26d61b33bcc24bc906eeb5139d147e900c,True,True,ok,True,True,0,True,True,ok,0.203
