session_id,protocol,loss_rate,delay_ms,reorder_rate,message_count,payload_size,repeat_id,base_seed,run_seed,loss_schedule_hash,logical_message_count,transmission_attempt_count,actual_packets_sent,accepted_logical_messages,unrecovered_logical_messages,simulated_drop_count,server_rejected_attempt_count,socket_timeout_count,retry_count_total,success_rate,throughput_msg_per_sec,configured_delay_ms,injected_delay_total_ms,retry_wait_total_ms,socket_rtt_mean_ms,socket_rtt_std_ms,application_latency_mean_ms,rtt_mean_ms,rtt_std_ms,rtt_min_ms,rtt_max_ms,rtt_median_ms,client_final_seq,server_final_seq,state_match,client_final_mem,server_final_mem,memory_match,client_final_hash,server_final_hash,hash_match,sequence_match,elapsed_seconds
weaknet-seq_mac-l5-d0-r2-fffbf9b62da3c6b7,seq_mac,5,0,0,200,128,2,20260711,fffbf9b62da3c6b7,cecc57b34c7adff8,200,213,200,200,0,13,0,0,13,100.0,139.83,0.0,0,1300,0.15,0.14,7.14,0.15,0.14,0.08,1.48,0.12,200,200,True,,,,,,,True,1.4303
weaknet-seq_mac-l5-d20-r1-1f3805b2fe9e3527,seq_mac,5,20,0,200,128,1,20260711,1f3805b2fe9e3527,a0aab02b0a189d17,200,209,200,200,0,9,0,0,9,100.0,30.98,19.99,4176.14,900,0.32,0.07,32.26,0.32,0.07,0.21,0.68,0.3,200,200,True,,,,,,,True,6.456
weaknet-seq_mac-l5-d20-r2-d672d160d5d914f9,seq_mac,5,20,0,200,128,2,20260711,d672d160d5d914f9,e0b19ad4621193c3,200,211,200,200,0,11,0,0,11,100.0,30.15,20.14,4235.76,1100,0.32,0.11,33.14,0.32,0.11,0.19,1.28,0.3,200,200,True,,,,,,,True,6.633
weaknet-seq_mac-l5-d50-r1-237bcb9b882fabd9,seq_mac,5,50,0,200,128,1,20260711,237bcb9b882fabd9,679dd9765ce3422c,200,206,200,200,0,6,0,0,6,100.0,16.43,50.04,10296.7,600,0.33,0.08,60.85,0.33,0.08,0.22,0.79,0.32,200,200,True,,,,,,,True,12.1753
weaknet-seq_mac-l5-d50-r2-036c23f557dd6670,seq_mac,5,50,0,200,128,2,20260711,036c23f557dd6670,49fe931125b1c16c,200,206,200,200,0,6,0,0,6,100.0,16.27,50.0,10307.79,600,0.35,0.19,61.43,0.35,0.19,0.2,2.27,0.31,200,200,True,,,,,,,True,12.2913
weaknet-seq_mac-l5-d100-r1-a169e19c467ca285,seq_mac,5,100,0,200,128,1,20260711,a169e19c467ca285,d036f1a454548b64,200,215,200,200,0,15,0,0,15,100.0,8.25,99.18,21309.71,1500,0.36,0.14,121.16,0.36,0.14,0.23,1.25,0.32,200,200,True,,,,,,,True,24.2367
weaknet-seq_mac-l5-d100-r2-700963a448dbf896,seq_mac,5,100,0,200,128,2,20260711,700963a448dbf896,7981ce249845fbfb,200,217,200,200,0,17,0,0,17,100.0,7.95,101.05,21973.42,1700,0.33,0.09,125.73,0.33,0.09,0.24,1.07,0.31,200,200,True,,,,,,,True,25.1513
weaknet-seq_mac-l5-d200-r1-bb008ebaba95b7ab,seq_mac,5,200,0,200,128,1,20260711,bb008ebaba95b7ab,5c684e9480ac24ee,200,212,200,200,0,12,0,0,12,100.0,4.45,199.82,42360.05,1200,0.34,0.18,224.91,0.34,0.18,0.24,2.62,0.31,200,200,True,,,,,,,True,44.9856
weaknet-seq_mac-l5-d200-r2-c0f64e6e1fefe74b,seq_mac,5,200,0,200,128,2,20260711,c0f64e6e1fefe74b,90bd8dda173b46f5,200,212,200,200,0,12,0,0,12,100.0,4.43,200.42,42451.17,1200,0.34,0.09,225.67,0.34,0.09,0.22,1.03,0.32,200,200,True,,,,,,,True,45.1379
weaknet-seq_mac-l10-d0-r1-4a1ee1acb41b2208,seq_mac,10,0,0,200,128,1,20260711,4a1ee1acb41b2208,84b39c491a63ff5a,200,218,200,200,0,18,0,0,18,100.0,102.71,0.0,0,1800,0.15,0.07,9.73,0.15,0.07,0.09,0.52,0.12,200,200,True,,,,,,,True,1.9472
weaknet-seq_mac-l10-d0-r2-6cd3837027661f88,seq_mac,10,0,0,200,128,2,20260711,6cd3837027661f88,4037cb562fb7b776,200,221,200,200,0,21,0,0,21,100.0,88.01,0.0,0,2100,0.16,0.09,11.35,0.16,0.09,0.09,0.65,0.12,200,200,True,,,,,,,True,2.2725
weaknet-seq_mac-l10-d20-r1-9ec3b0c786006941,seq_mac,10,20,0,200,128,1,20260711,9ec3b0c786006941,b79f00f403f6d046,200,222,200,200,0,22,0,0,22,100.0,24.25,19.99,4425.07,2200,0.36,0.27,41.21,0.36,0.27,0.22,3.43,0.31,200,200,True,,,,,,,True,8.2472
weaknet-seq_mac-l10-d20-r2-d84cbce6782f78aa,seq_mac,10,20,0,200,128,2,20260711,d84cbce6782f78aa,1d9f7e9d3e4d6c51,200,230,200,200,0,30,0,0,30,100.0,21.16,20.15,4643.8,3000,0.34,0.1,47.23,0.34,0.1,0.24,1.12,0.31,200,200,True,,,,,,,True,9.4497
weaknet-seq_mac-l10-d50-r1-4fdfe16df72575ef,seq_mac,10,50,0,200,128,1,20260711,4fdfe16df72575ef,7e022e51482d1646,200,221,200,200,0,21,0,0,21,100.0,13.39,50.11,11076.96,2100,0.35,0.14,74.68,0.35,0.14,0.23,1.61,0.32,200,200,True,,,,,,,True,14.9402
weaknet-seq_mac-l10-d50-r2-37e77c1e3ce428a3,seq_mac,10,50,0,200,128,2,20260711,37e77c1e3ce428a3,579aef95d8d097ff,200,222,200,200,0,22,0,0,22,100.0,13.43,49.68,10997.21,2200,0.35,0.1,74.46,0.35,0.1,0.24,1.18,0.33,200,200,True,,,,,,,True,14.8973
weaknet-seq_mac-l10-d100-r1-1ce5c5da31db394a,seq_mac,10,100,0,200,128,1,20260711,1ce5c5da31db394a,0afee50688875992,200,226,200,200,0,26,0,0,26,100.0,7.41,100.09,22586.21,2600,0.35,0.09,134.85,0.35,0.09,0.23,0.8,0.32,200,200,True,,,,,,,True,26.9741
weaknet-seq_mac-l10-d100-r2-d496d8000f7a13b7,seq_mac,10,100,0,200,128,2,20260711,d496d8000f7a13b7,35e09328f2327205,200,219,200,200,0,19,0,0,19,100.0,7.98,98.66,21588.68,1900,0.34,0.07,125.32,0.34,0.07,0.23,0.74,0.32,200,200,True,,,,,,,True,25.0687
weaknet-seq_mac-l10-d200-r1-b6d5333daa5ccc4a,seq_mac,10,200,0,200,128,1,20260711,b6d5333daa5ccc4a,6072173621325880,200,234,200,200,0,34,0,0,34,100.0,3.87,198.28,46408.11,3400,0.36,0.11,258.41,0.36,0.11,0.22,1.25,0.34,200,200,True,,,,,,,True,51.6873
weaknet-seq_mac-l10-d200-r2-1f9b45a3091e3829,seq_mac,10,200,0,200,128,2,20260711,1f9b45a3091e3829,b52caa2d40740058,200,226,200,200,0,26,0,0,26,100.0,4.04,199.63,45181.25,2600,0.36,0.08,247.55,0.36,0.08,0.23,0.79,0.33,200,200,True,,,,,,,True,49.5148
